HotelCode|PropertyAmenities
337449|Designated smoking areas (fines apply)
337461|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and wedding services.
337462|Total number of rooms - ,Tours/ticket assistance
337464|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337466|Free WiFi
337467|Free self parking
337469|Fireplace in lobby
337470|Number of floors - ,Free self parking
337471|Take in the views from a garden and make use of amenities such as a fireplace in the lobby and tour/ticket assistance.
337476|Number of buildings/towers -
337478|Number of floors -
337484|Total number of rooms -
337487|Make use of convenient amenities such as complimentary wireless Internet access, a picnic area, and barbecue grills.
337489|Front desk (limited hours)
337492|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access.
337494|Smoke-free property
337497|Take in the views from a garden and make use of amenities such as tour/ticket assistance.
337502|Restaurant,Smoke-free property
337504|Number of floors -
337505|Total number of rooms -
337508|Number of floors - ,Tours/ticket assistance
337513|Free WiFi
337514|Number of floors -
337515|Total number of rooms - ,Breakfast available (surcharge)
337518|Total number of rooms - ,Free breakfast
337522|Total number of rooms - ,Number of floors - ,Library,Smoke-free property
337523|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337525|Take in the views from a garden and make use of amenities such as tour/ticket assistance.
337527|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.
337528|Number of floors - ,Smoke-free property
337533|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337535|Luggage storage
337538|Restaurant,Luggage storage
337543|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and barbecue grills.
337553|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337557|Take advantage of recreational opportunities offered, including a health club, an indoor pool, and a sauna. Additional features include complimentary wireless Internet access, a television in the lobby, and a picnic area.
337558|Free self parking
337559|Free WiFi
337576|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337577|Free wired high-speed Internet
337580|Number of floors - ,Front desk (limited hours)
337581|Free self parking
337584|Number of buildings/towers -
337585|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337586|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337589|Free WiFi
337598|Number of floors - ,Smoke-free property,Luggage storage
337599|Bar/lounge,Free self parking
337614|Number of floors - ,Parking (limited spaces)
337617|Total number of rooms - ,Free self parking
337620|Free WiFi
337622|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337631|Bar/lounge
337632|Number of floors - ,Free self parking
337635|One meeting room
337636|Number of floors - ,Smoke-free property,Luggage storage
337637|Number of bars/lounges -
337646|Sauna,Smoke-free property
337647|Bar/lounge,Total number of rooms - ,Free self parking
337649|Total number of rooms -
337650|Number of floors -
337655|Total number of rooms -
337656|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337657|Free WiFi
337658|Total number of rooms - ,Free WiFi
337659|Make use of convenient amenities such as complimentary wireless Internet access, tour/ticket assistance, and a picnic area.
337660|Free breakfast
337662|Free WiFi
337665|Smoke-free property,Luggage storage
337666|Restaurant
337669|Number of buildings/towers - ,24-hour front desk,Number of bars/lounges -
337670|Smoke-free property
337671|Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.
337672|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337673|Make use of convenient amenities such as complimentary wireless Internet access, wedding services, and tour/ticket assistance. Additional features include a picnic area and barbecue grills.
337674|Take in the views from a garden and make use of amenities such as complimentary wireless Internet access and tour/ticket assistance.
337677|Relax at the full-service spa, where you can enjoy massages, body treatments, and facials. Additional features include complimentary wireless Internet access and a hair salon.
337684|Total number of rooms -
337717|Number of floors - ,Spa services on site,Front desk (limited hours)
337718|Make use of convenient amenities, which include complimentary wireless Internet access and babysitting/childcare.
337730|Number of buildings/towers -
337731|Bar/lounge,Smoke-free property
337732|Number of meeting rooms -
337733|Make use of convenient amenities, which include tour/ticket assistance and a picnic area.
337741|Number of buildings/towers -
337749|Pamper yourself with onsite massages or make use of the other amenities, which include complimentary wireless Internet access and a television in the lobby.
